loan_id,customer_id,loan_type,loan_amount,repayment_term,application_date,approved
LOAN_001628,CUST_000260,business,10000.0,3,2023-11-15,True
LOAN_001629,CUST_001950,mortgage,309960.69,30,2022-03-31,False
LOAN_001630,CUST_001203,personal,15052.46,4,2023-03-08,False
LOAN_001631,CUST_001698,personal,23110.73,5,2022-03-22,True
LOAN_001632,CUST_000884,personal,21564.05,4,2022-10-14,True
LOAN_001633,CUST_001545,personal,29087.69,4,2023-09-07,False
LOAN_001634,CUST_001217,auto,14240.96,4,2021-02-25,True
LOAN_001635,CUST_000478,personal,9237.47,5,2023-05-22,True
LOAN_001636,CUST_001087,personal,7244.0,2,2021-10-26,True
LOAN_001637,CUST_001230,personal,21844.59,4,2023-09-03,True
LOAN_001638,CUST_000168,personal,23038.97,3,2023-09-27,False
LOAN_001639,CUST_000142,auto,18257.87,5,2023-12-08,False
LOAN_001640,CUST_000174,business,117826.57,7,2022-05-17,False
LOAN_001641,CUST_000134,mortgage,194284.26,30,2023-05-29,False
LOAN_001642,CUST_001944,personal,29478.11,4,2023-11-14,True
LOAN_001643,CUST_001571,auto,18495.31,6,2021-08-11,True
LOAN_001644,CUST_000456,auto,17227.74,4,2021-02-04,False
LOAN_001645,CUST_001951,education,35969.43,15,2022-11-23,True
LOAN_001646,CUST_000166,personal,5270.43,5,2021-01-27,True
LOAN_001647,CUST_001244,personal,16141.47,4,2023-01-30,True
LOAN_001648,CUST_001475,personal,22461.13,4,2022-11-18,True
LOAN_001649,CUST_000684,mortgage,50000.0,30,2021-10-12,True
LOAN_001650,CUST_000326,auto,11026.24,6,2022-08-14,True
LOAN_001651,CUST_001038,mortgage,246210.47,25,2022-02-27,True
LOAN_001652,CUST_001618,mortgage,50000.0,15,2022-05-17,True
LOAN_001653,CUST_000250,mortgage,274044.99,25,2023-07-19,False
LOAN_001654,CUST_001165,mortgage,115348.47,25,2023-10-26,True
LOAN_001655,CUST_001532,business,108424.61,5,2023-04-28,True
LOAN_001656,CUST_001193,personal,7109.79,4,2021-05-02,True
LOAN_001657,CUST_001098,auto,8334.78,4,2022-09-28,True
LOAN_001658,CUST_000201,business,58283.65,10,2021-05-17,False
LOAN_001659,CUST_000064,auto,20023.09,6,2023-02-08,False
LOAN_001660,CUST_001294,mortgage,174830.22,30,2023-11-18,True
LOAN_001661,CUST_001346,personal,5051.34,5,2022-12-18,False
LOAN_001662,CUST_000694,business,139182.11,7,2021-10-02,True
LOAN_001663,CUST_000327,personal,1000.0,4,2021-08-21,True
LOAN_001664,CUST_001131,personal,24400.89,2,2022-06-14,True
LOAN_001665,CUST_001215,business,80056.72,10,2021-05-10,False
LOAN_001666,CUST_000154,business,105675.1,10,2022-02-25,False
LOAN_001667,CUST_000063,personal,21634.86,3,2023-05-29,True
LOAN_001668,CUST_001512,business,151754.61,5,2023-07-01,True
LOAN_001669,CUST_000906,auto,38861.66,3,2023-07-01,False
LOAN_001670,CUST_001435,auto,41962.6,6,2022-12-03,True
LOAN_001671,CUST_001358,business,106267.29,3,2023-05-29,True
LOAN_001672,CUST_000810,personal,17441.85,5,2023-09-11,True
LOAN_001673,CUST_000331,mortgage,74041.35,30,2022-02-14,True
LOAN_001674,CUST_000070,auto,39570.87,4,2021-09-28,True
LOAN_001675,CUST_000623,mortgage,232805.34,30,2023-11-21,True
LOAN_001676,CUST_001125,auto,41312.57,5,2021-05-12,False
LOAN_001677,CUST_001571,mortgage,68343.28,30,2021-03-19,True
LOAN_001678,CUST_001578,personal,10606.36,3,2021-04-30,True
LOAN_001679,CUST_000903,mortgage,227055.65,15,2022-10-30,False
LOAN_001680,CUST_000276,personal,33046.82,2,2022-09-10,False
LOAN_001681,CUST_000255,mortgage,299319.69,15,2021-11-01,True
LOAN_001682,CUST_000884,business,50815.42,10,2023-05-21,True
LOAN_001683,CUST_000560,auto,38005.02,6,2022-09-01,True
LOAN_001684,CUST_000111,auto,39724.07,3,2022-05-14,False
LOAN_001685,CUST_001840,auto,20345.92,3,2021-01-01,True
LOAN_001686,CUST_001415,mortgage,331298.86,25,2022-07-10,False
LOAN_001687,CUST_000675,business,75002.37,5,2022-07-12,False
LOAN_001688,CUST_001261,personal,11479.93,3,2022-12-18,False
LOAN_001689,CUST_000811,mortgage,226008.06,25,2021-08-09,False
LOAN_001690,CUST_024259,personal,13127.99,3,2023-12-17,True
LOAN_001691,CUST_001012,education,50019.67,5,2022-09-23,False
LOAN_001692,CUST_001342,personal,3762.05,4,2022-09-17,False
LOAN_001693,CUST_001096,business,112284.61,7,2023-01-24,False
LOAN_001694,CUST_000367,personal,27383.78,3,2021-02-10,False
LOAN_001695,CUST_001393,personal,6065.63,5,2023-02-05,False
LOAN_001696,CUST_001758,personal,8696.42,5,2023-02-05,False
LOAN_001697,CUST_000259,mortgage,345567.95,25,2022-10-09,False
LOAN_001698,CUST_000346,personal,6953.95,4,2023-04-21,False
LOAN_001699,CUST_001869,business,116394.26,5,2023-04-22,True
LOAN_001700,CUST_000674,auto,33865.86,4,2021-07-24,False
LOAN_001701,CUST_000789,personal,13463.04,4,2021-03-03,True
LOAN_001702,CUST_000034,personal,10823.0,3,2022-10-26,False
LOAN_001703,CUST_000805,education,45648.72,5,2021-08-29,True
LOAN_001704,CUST_001818,auto,36603.17,4,2022-06-14,True
LOAN_001705,CUST_000628,personal,21356.77,4,2022-11-04,True
LOAN_001706,CUST_001013,personal,11011.49,3,2022-12-05,True
LOAN_001707,CUST_000229,auto,26336.29,6,2023-05-05,True
LOAN_001708,CUST_001283,personal,13502.79,3,2022-08-19,True
LOAN_001709,CUST_000925,personal,12742.14,4,2021-10-17,True
LOAN_001710,CUST_001826,personal,24496.92,2,2021-09-02,False
LOAN_001711,CUST_000525,personal,17874.14,4,2022-04-01,True
LOAN_001712,CUST_001031,personal,24312.12,2,2021-02-13,True
LOAN_001713,CUST_001360,business,139328.88,5,2022-08-21,False
LOAN_001714,CUST_000399,mortgage,250086.23,30,2023-02-18,False
LOAN_001715,CUST_001256,business,10000.0,3,2023-11-16,True
LOAN_001716,CUST_000602,mortgage,160175.6,25,2023-02-22,False
LOAN_001717,CUST_000804,personal,29566.62,4,2023-01-24,True
LOAN_001718,CUST_000087,mortgage,307798.37,20,2022-06-11,True
LOAN_001719,CUST_001345,mortgage,263998.35,30,2022-10-08,True
LOAN_001720,CUST_001032,personal,25673.06,4,2022-08-26,True
LOAN_001721,CUST_000885,personal,13330.32,5,2021-04-16,False
LOAN_001722,CUST_001447,personal,10286.67,2,2022-08-22,True
LOAN_001723,CUST_000367,personal,14251.36,4,2022-03-04,True
LOAN_001724,CUST_000635,personal,26594.07,2,2022-01-06,False
LOAN_001725,CUST_001680,mortgage,411828.51,15,2022-11-01,False
LOAN_001726,CUST_001208,personal,15262.15,2,2023-02-24,True
LOAN_001727,CUST_001307,personal,16445.14,4,2023-01-19,True
LOAN_001728,CUST_001573,business,41729.62,10,2023-03-05,True
LOAN_001729,CUST_000767,personal,15764.37,5,2021-03-13,False
LOAN_001730,CUST_000822,business,10000.0,7,2023-08-18,True
LOAN_001731,CUST_001890,personal,11880.38,5,2021-10-09,True
LOAN_001732,CUST_001469,business,90908.08,5,2021-07-30,True
LOAN_001733,CUST_001486,mortgage,292219.47,30,2021-09-03,False
LOAN_001734,CUST_001698,mortgage,310440.27,30,2023-06-11,True
LOAN_001735,CUST_001688,mortgage,214425.53,25,2023-03-21,True
LOAN_001736,CUST_000606,auto,54654.43,4,2023-07-13,True
LOAN_001737,CUST_001795,education,23272.07,10,2023-09-12,False
LOAN_001738,CUST_000102,mortgage,226544.02,30,2021-09-08,False
LOAN_001739,CUST_001313,personal,17044.92,3,2023-01-19,False
LOAN_001740,CUST_000762,mortgage,258221.43,20,2022-10-11,True
LOAN_001741,CUST_001239,personal,11121.02,3,2021-05-02,True
LOAN_001742,CUST_000031,mortgage,259920.71,20,2023-12-26,True
LOAN_001743,CUST_001455,auto,47189.38,4,2023-06-22,True
LOAN_001744,CUST_000898,personal,10270.42,4,2023-06-13,True
LOAN_001745,CUST_001680,business,10000.0,10,2023-11-28,True
LOAN_001746,CUST_000599,mortgage,209741.41,30,2022-01-18,False
LOAN_001747,CUST_000952,auto,13438.18,5,2021-09-13,False
LOAN_001748,CUST_000428,personal,20472.55,4,2021-06-14,True
LOAN_001749,CUST_000211,personal,17062.46,2,2022-04-13,True
LOAN_001750,CUST_000364,mortgage,134854.17,25,2023-01-17,True
LOAN_001751,CUST_000732,personal,1000.0,3,2022-12-01,True
LOAN_001752,CUST_001789,education,5000.0,5,2023-12-21,True
LOAN_001753,CUST_000303,personal,11786.55,4,2023-10-22,True
LOAN_001754,CUST_000125,business,46868.56,7,2023-11-12,True
LOAN_001755,CUST_000653,business,10000.0,5,2023-09-05,True
LOAN_001756,CUST_001798,business,66224.34,10,2023-02-13,True
LOAN_001757,CUST_001775,personal,6387.45,3,2021-02-23,False
LOAN_001758,CUST_000008,education,31152.76,7,2022-10-29,True
LOAN_001759,CUST_001729,auto,47763.72,5,2022-12-17,False
LOAN_001760,CUST_000560,personal,7429.82,3,2023-11-15,True
LOAN_001761,CUST_000136,mortgage,165251.97,30,2023-03-26,True
LOAN_001762,CUST_001258,business,62614.57,5,2023-05-27,False
LOAN_001763,CUST_000346,mortgage,105663.86,30,2021-05-30,False
LOAN_001764,CUST_001729,auto,33207.83,5,2022-11-20,False
LOAN_001765,CUST_001642,business,12980.53,7,2022-12-26,True
LOAN_001766,CUST_001281,personal,22287.05,4,2022-11-28,False
LOAN_001767,CUST_000640,auto,31608.31,4,2023-07-18,False
LOAN_001768,CUST_000662,personal,1000.0,3,2021-03-07,True
LOAN_001769,CUST_001169,auto,42985.78,5,2022-02-21,True
LOAN_001770,CUST_000650,business,90153.16,3,2023-08-20,True
LOAN_001771,CUST_000303,mortgage,423889.68,30,2021-03-26,False
LOAN_001772,CUST_000047,mortgage,253844.4,20,2022-10-02,True
LOAN_001773,CUST_001809,personal,7242.24,3,2021-03-12,False
LOAN_001774,CUST_000481,personal,22142.03,4,2022-08-18,False
LOAN_001775,CUST_001730,mortgage,296137.56,15,2021-10-25,False
LOAN_001776,CUST_001220,business,42537.94,5,2022-06-15,False
LOAN_001777,CUST_001890,personal,20091.66,2,2023-02-27,False
LOAN_001778,CUST_001394,business,133385.39,7,2023-02-21,False
LOAN_001779,CUST_001601,mortgage,205306.59,25,2023-01-19,True
LOAN_001780,CUST_000008,mortgage,211659.98,25,2021-09-27,False
LOAN_001781,CUST_001059,personal,8387.11,5,2022-01-27,True
LOAN_001782,CUST_001819,mortgage,245121.97,20,2023-05-28,True
LOAN_001783,CUST_001698,business,105970.35,5,2023-02-06,True
LOAN_001784,CUST_001034,mortgage,56397.38,15,2022-04-23,False
LOAN_001785,CUST_001356,mortgage,364783.95,20,2021-07-31,True
LOAN_001786,CUST_000181,mortgage,242565.56,30,2022-03-01,True
LOAN_001787,CUST_000629,business,24144.53,7,2023-04-30,True
LOAN_001788,CUST_000730,auto,21467.39,5,2022-08-31,True
LOAN_001789,CUST_000166,mortgage,113570.26,30,2022-08-21,True
LOAN_001790,CUST_001313,business,10000.0,10,2023-10-21,True
LOAN_001791,CUST_000467,business,37876.83,10,2022-08-20,True
LOAN_001792,CUST_000526,mortgage,116551.15,25,2021-03-29,False
LOAN_001793,CUST_000214,personal,14083.56,4,2023-08-17,False
LOAN_001794,CUST_000535,personal,28972.31,3,2022-04-07,True
LOAN_001795,CUST_000968,mortgage,160434.9,15,2023-12-16,False
LOAN_001796,CUST_001094,mortgage,256768.36,30,2023-09-20,True
LOAN_001797,CUST_000160,auto,20274.24,5,2021-01-17,True
LOAN_001798,CUST_000139,auto,27604.66,5,2021-10-03,False
LOAN_001799,CUST_000177,mortgage,221439.22,30,2022-10-03,False
LOAN_001800,CUST_001708,auto,21570.3,5,2021-09-24,True
LOAN_001801,CUST_000929,personal,6229.68,5,2022-06-29,True
LOAN_001802,CUST_001210,auto,32476.06,4,2021-01-01,False
LOAN_001803,CUST_001812,mortgage,102660.6,30,2023-02-21,True
LOAN_001804,CUST_000918,personal,26132.28,3,2022-08-04,True
LOAN_001805,CUST_000857,mortgage,310021.68,25,2023-01-06,False
LOAN_001806,CUST_001818,auto,27745.38,7,2022-06-16,True
LOAN_001807,CUST_001204,education,22036.3,10,2021-04-30,True
LOAN_001808,CUST_000394,auto,33209.59,6,2023-08-27,False
LOAN_001809,CUST_001415,personal,17965.79,3,2022-10-28,True
LOAN_001810,CUST_001024,mortgage,408665.78,20,2021-04-26,True
LOAN_001811,CUST_001254,business,10000.0,5,2021-01-29,True
LOAN_001812,CUST_000180,personal,17199.87,4,2021-04-16,True
LOAN_001813,CUST_001887,auto,24076.15,4,2022-02-27,True
LOAN_001814,CUST_000430,personal,10987.73,3,2023-08-02,True
LOAN_001815,CUST_001530,mortgage,255899.34,20,2021-03-22,False
LOAN_001816,CUST_000435,personal,7640.24,3,2021-01-20,True
LOAN_001817,CUST_001702,personal,23533.2,5,2023-05-03,False
LOAN_001818,CUST_000189,personal,8602.78,3,2023-11-16,True
LOAN_001819,CUST_000716,mortgage,313543.14,25,2023-01-07,False
LOAN_001820,CUST_001092,mortgage,150818.59,30,2022-12-01,True
LOAN_001821,CUST_000424,auto,39344.96,6,2023-12-15,True
LOAN_001822,CUST_000059,personal,8279.45,3,2023-01-10,True
LOAN_001823,CUST_000367,auto,25379.21,5,2021-12-04,False
LOAN_001824,CUST_061163,auto,31860.25,3,2021-10-18,True
LOAN_001825,CUST_001083,auto,16345.41,5,2022-07-14,False
LOAN_001826,CUST_000872,auto,36228.85,7,2023-06-08,True
LOAN_001827,CUST_000783,mortgage,50000.0,25,2023-01-09,True
LOAN_001828,CUST_000560,auto,23827.61,5,2021-09-28,True
LOAN_001829,CUST_000399,mortgage,313821.69,30,2023-07-11,False
LOAN_001830,CUST_000206,mortgage,208512.09,25,2022-08-24,False
LOAN_001831,CUST_001618,education,25890.58,10,2022-12-18,True
LOAN_001832,CUST_001767,business,146241.25,7,2023-04-13,False
LOAN_001833,CUST_001880,mortgage,260520.65,30,2023-12-08,True
LOAN_001834,CUST_000417,business,114702.66,5,2022-11-06,True
LOAN_001835,CUST_001296,mortgage,61470.29,30,2021-12-06,True
LOAN_001836,CUST_000320,auto,33192.03,3,2022-02-28,True
LOAN_001837,CUST_001342,education,24138.8,7,2023-11-24,True
LOAN_001838,CUST_001717,auto,20425.48,5,2021-06-06,True
LOAN_001839,CUST_000954,business,10000.0,5,2022-04-08,True
LOAN_001840,CUST_001053,business,24182.81,5,2021-12-22,False
LOAN_001841,CUST_000735,mortgage,272379.67,30,2023-03-29,True
LOAN_001842,CUST_001704,business,94620.58,7,2021-07-22,True
LOAN_001843,CUST_000193,personal,24813.59,4,2023-10-04,True
LOAN_001844,CUST_001039,personal,13601.37,3,2021-10-18,True
LOAN_001845,CUST_000390,mortgage,296153.52,30,2021-02-04,False
LOAN_001846,CUST_000906,personal,18792.2,4,2023-10-07,True
LOAN_001847,CUST_001037,business,91674.06,10,2023-04-29,True
LOAN_001848,CUST_000123,business,29329.91,7,2022-05-18,False
LOAN_001849,CUST_000954,business,47779.99,10,2023-10-20,True
LOAN_001850,CUST_000160,personal,20159.4,3,2021-12-13,True
LOAN_001851,CUST_001066,business,34215.76,5,2022-02-25,False
LOAN_001852,CUST_001213,auto,19328.14,5,2023-11-04,True
LOAN_001853,CUST_001025,personal,10521.93,3,2023-09-28,True
LOAN_001854,CUST_001663,business,71589.79,10,2023-06-01,True
LOAN_001855,CUST_001296,business,37524.49,10,2021-03-15,True
LOAN_001856,CUST_001748,personal,17151.09,5,2023-12-02,True
LOAN_001857,CUST_001920,business,94606.18,10,2021-04-24,False
LOAN_001858,CUST_000848,personal,8611.45,5,2021-11-15,True
LOAN_001859,CUST_001263,mortgage,134735.09,20,2022-02-15,True
LOAN_001860,CUST_001845,mortgage,395861.91,15,2022-06-24,False
LOAN_001861,CUST_001067,personal,14989.86,3,2022-02-27,True
LOAN_001862,CUST_000102,personal,2650.63,4,2022-09-22,True
LOAN_001863,CUST_001191,business,117670.68,5,2023-01-17,True
LOAN_001864,CUST_000452,business,101851.09,3,2021-08-12,False
LOAN_001865,CUST_001145,auto,37439.82,4,2021-04-05,True
LOAN_001866,CUST_000931,mortgage,167486.6,30,2022-06-24,False
LOAN_001867,CUST_001049,education,19429.22,10,2022-11-15,True
LOAN_001868,CUST_000308,mortgage,179448.12,30,2022-03-13,True
LOAN_001869,CUST_001358,business,121643.38,5,2021-02-10,False
LOAN_001870,CUST_000245,personal,10690.57,3,2023-11-06,True
LOAN_001871,CUST_000851,business,21905.54,5,2023-05-29,True
LOAN_001872,CUST_001657,auto,14315.35,5,2023-12-26,True
LOAN_001873,CUST_057793,mortgage,91766.04,25,2023-10-26,True
LOAN_001874,CUST_001067,personal,11895.81,4,2021-01-21,True
LOAN_001875,CUST_000184,personal,7534.83,3,2023-02-25,True
LOAN_001876,CUST_001031,auto,25143.96,4,2023-06-11,False
LOAN_001877,CUST_000225,auto,15240.85,5,2023-03-24,True
LOAN_001878,CUST_001577,personal,20829.15,3,2021-08-21,False
LOAN_001879,CUST_001501,business,91296.22,5,2021-09-20,True
LOAN_001880,CUST_001737,mortgage,285514.64,30,2022-03-30,False
LOAN_001881,CUST_001780,personal,18093.5,3,2023-02-09,True
LOAN_001882,CUST_001688,personal,10335.47,3,2021-04-21,True
LOAN_001883,CUST_000201,personal,18202.6,2,2021-12-27,True
LOAN_001884,CUST_001123,personal,4683.15,4,2022-05-08,False
LOAN_001885,CUST_001687,business,143646.97,7,2022-09-04,False
LOAN_001886,CUST_000959,personal,3191.92,2,2021-01-29,True
LOAN_001887,CUST_001167,business,92488.36,5,2023-06-28,True
LOAN_001888,CUST_001543,mortgage,115399.24,25,2021-10-01,False
LOAN_001889,CUST_000838,auto,20775.03,4,2021-05-15,True
LOAN_001890,CUST_000880,personal,17126.76,2,2022-08-14,True
LOAN_001891,CUST_000225,personal,18261.44,3,2021-06-10,False
LOAN_001892,CUST_001608,personal,24000.34,3,2023-03-03,True
LOAN_001893,CUST_001661,mortgage,322967.83,25,2023-04-22,False
LOAN_001894,CUST_001870,personal,34401.43,4,2022-10-15,True
LOAN_001895,CUST_001385,mortgage,361972.87,30,2023-08-07,True
LOAN_001896,CUST_001666,auto,32688.6,5,2022-07-29,True
LOAN_001897,CUST_000246,mortgage,95997.96,25,2021-11-20,True
LOAN_001898,CUST_001005,personal,39386.75,2,2021-07-15,True
LOAN_001899,CUST_000628,personal,10544.66,3,2023-07-06,True
LOAN_001900,CUST_001729,education,35715.19,15,2023-03-01,True
LOAN_001901,CUST_001256,personal,18380.04,4,2021-05-29,True
LOAN_001902,CUST_000362,personal,7392.46,4,2022-05-03,True
LOAN_001903,CUST_000354,mortgage,63703.86,15,2022-06-28,True
LOAN_001904,CUST_001197,personal,32686.35,4,2022-03-12,True
LOAN_001905,CUST_000104,auto,29140.9,4,2022-01-22,True
LOAN_001906,CUST_001676,personal,14420.31,3,2021-08-27,True
LOAN_001907,CUST_001365,business,30030.41,3,2021-04-03,True
LOAN_001908,CUST_000138,business,44479.88,3,2021-07-14,True
LOAN_001909,CUST_000938,auto,37588.95,4,2021-09-01,True
LOAN_001910,CUST_000171,personal,16150.3,3,2023-08-16,True
LOAN_001911,CUST_001647,mortgage,250602.59,30,2022-11-06,True
LOAN_001912,CUST_000646,auto,13777.29,4,2023-12-02,False
LOAN_001913,CUST_000871,mortgage,50000.0,30,2023-09-28,True
LOAN_001914,CUST_001075,auto,23488.43,4,2023-11-11,False
LOAN_001915,CUST_000871,auto,19175.7,5,2022-12-30,True
LOAN_001916,CUST_001951,auto,17038.88,5,2022-01-22,True
LOAN_001917,CUST_000455,personal,24510.67,4,2021-04-11,True
LOAN_001918,CUST_001601,personal,19248.94,3,2021-07-06,True
LOAN_001919,CUST_001766,business,10000.0,3,2021-10-02,True
LOAN_001920,CUST_001308,auto,36076.77,5,2023-08-02,True
LOAN_001921,CUST_002000,business,167231.47,7,2022-01-09,True
LOAN_001922,CUST_001750,business,22313.03,3,2022-11-29,True
LOAN_001923,CUST_000122,mortgage,337380.1,30,2022-07-09,False
LOAN_001924,CUST_001921,business,55621.87,5,2022-06-06,True
LOAN_001925,CUST_001778,auto,29033.71,4,2021-08-29,True
LOAN_001926,CUST_000228,personal,18519.12,5,2022-11-25,True
LOAN_001927,CUST_001654,business,10000.0,10,2023-01-30,True
LOAN_001928,CUST_000655,business,33906.33,3,2022-03-16,True
LOAN_001929,CUST_000671,education,51776.85,5,2023-03-25,True
LOAN_001930,CUST_000660,mortgage,180134.09,30,2022-01-02,False
LOAN_001931,CUST_001890,business,44051.17,5,2023-08-19,True
LOAN_001932,CUST_001049,business,10000.0,7,2022-10-24,True
LOAN_001933,CUST_000846,mortgage,401975.75,30,2023-11-02,True
LOAN_001934,CUST_001532,auto,35504.68,6,2022-03-25,False
LOAN_001935,CUST_000632,personal,20017.94,4,2021-10-12,True
LOAN_001936,CUST_001950,education,26879.33,10,2023-09-08,True
LOAN_001937,CUST_001578,auto,23366.2,5,2022-12-11,True
LOAN_001938,CUST_000171,auto,19906.74,3,2021-09-25,False
LOAN_001939,CUST_000399,personal,26618.64,4,2021-08-10,False
LOAN_001940,CUST_000820,personal,19775.89,4,2021-08-10,False
LOAN_001941,CUST_000493,mortgage,340037.94,25,2021-02-07,False
LOAN_001942,CUST_000797,personal,13320.86,4,2021-09-01,True
LOAN_001943,CUST_001122,business,91325.25,7,2023-06-09,True
LOAN_001944,CUST_001131,personal,17541.24,3,2023-02-06,True
LOAN_001945,CUST_000571,auto,33340.45,5,2023-04-26,True
LOAN_001946,CUST_001261,personal,33386.85,4,2021-06-21,True
LOAN_001947,CUST_001384,mortgage,327618.36,30,2021-06-20,False
LOAN_001948,CUST_001294,mortgage,221267.34,20,2023-11-22,False
LOAN_001949,CUST_001614,auto,27764.76,5,2022-11-01,False
LOAN_001950,CUST_000870,business,100959.11,7,2023-02-21,False
LOAN_001951,CUST_000466,mortgage,306557.56,30,2023-09-02,False
LOAN_001952,CUST_001490,mortgage,278564.18,20,2022-06-21,True
LOAN_001953,CUST_000158,personal,14123.98,4,2022-04-23,True
LOAN_001954,CUST_000330,business,76023.35,10,2022-12-03,False
LOAN_001955,CUST_001549,auto,34105.96,6,2022-04-12,False
LOAN_001956,CUST_000635,mortgage,370382.54,15,2021-10-01,False
LOAN_001957,CUST_000865,auto,19465.51,5,2021-03-28,False
LOAN_001958,CUST_001071,auto,19282.37,6,2023-12-31,True
LOAN_001959,CUST_000723,personal,8382.23,3,2021-12-01,True
LOAN_001960,CUST_001443,mortgage,341300.78,30,2023-02-08,True
LOAN_001961,CUST_000184,mortgage,227939.74,30,2023-08-24,False
LOAN_001962,CUST_001484,personal,4436.55,4,2023-07-06,False
LOAN_001963,CUST_000916,mortgage,267065.96,25,2023-01-23,False
LOAN_001964,CUST_000635,personal,8476.45,4,2023-10-31,False
LOAN_001965,CUST_000936,mortgage,124903.72,25,2023-03-05,False
LOAN_001966,CUST_002000,business,39821.57,10,2023-06-01,True
LOAN_001967,CUST_000249,business,48755.84,7,2021-09-13,False
LOAN_001968,CUST_001369,personal,10374.57,3,2022-01-31,True
LOAN_001969,CUST_000973,personal,22896.22,5,2022-07-30,True
LOAN_001970,CUST_001833,business,103559.06,3,2023-05-01,False
LOAN_001971,CUST_001404,business,37711.25,7,2021-01-06,True
LOAN_001972,CUST_000187,personal,9632.66,4,2021-08-01,True
LOAN_001973,CUST_001464,mortgage,349977.33,30,2021-01-04,True
LOAN_001974,CUST_000229,mortgage,194843.46,30,2022-12-27,True
LOAN_001975,CUST_001755,personal,21763.44,5,2021-05-13,False
LOAN_001976,CUST_001579,education,25895.28,15,2021-02-07,True
LOAN_001977,CUST_000611,mortgage,298284.98,25,2023-04-27,True
LOAN_001978,CUST_000629,auto,35462.8,7,2023-02-01,True
LOAN_001979,CUST_001698,personal,17361.12,5,2023-10-31,True
LOAN_001980,CUST_001281,auto,28882.77,5,2022-05-03,True
LOAN_001981,CUST_000972,personal,19339.71,5,2023-02-13,True
LOAN_001982,CUST_000701,mortgage,414493.92,30,2023-05-27,True
LOAN_001983,CUST_000066,personal,21835.98,5,2022-08-21,True
LOAN_001984,CUST_000417,personal,7785.76,2,2023-12-15,False
LOAN_001985,CUST_000739,business,165033.04,10,2022-02-02,True
LOAN_001986,CUST_000411,business,12242.49,5,2023-06-05,False
LOAN_001987,CUST_000707,auto,15095.11,4,2022-04-08,True
LOAN_001988,CUST_000154,personal,22990.08,4,2022-10-30,True
LOAN_001989,CUST_001056,personal,3463.23,2,2021-05-09,True
LOAN_001990,CUST_000754,mortgage,246629.16,30,2022-05-30,False
LOAN_001991,CUST_000691,mortgage,481548.61,30,2021-06-25,True
LOAN_001992,CUST_000824,personal,30760.61,2,2022-09-23,True
LOAN_001993,CUST_000139,personal,23241.24,3,2022-04-23,True
LOAN_001994,CUST_000530,personal,17057.53,2,2022-03-25,True
LOAN_001995,CUST_000111,business,54171.73,7,2023-12-17,True
LOAN_001996,CUST_000871,mortgage,232842.73,25,2022-10-23,False
LOAN_001997,CUST_000174,personal,6720.29,2,2022-01-29,True
LOAN_001998,CUST_026800,auto,15843.46,3,2022-08-05,True
LOAN_001999,CUST_000174,auto,24054.65,4,2021-10-23,True
LOAN_002000,CUST_001015,auto,22035.29,5,2021-12-31,True
LOAN_002001,CUST_000250,business,52285.64,10,2022-08-31,False
LOAN_002002,CUST_000411,mortgage,166093.93,20,2023-02-12,True
LOAN_002003,CUST_001876,business,54723.93,5,2021-03-13,True
LOAN_002004,CUST_001534,business,98908.54,5,2021-04-22,False
LOAN_002005,CUST_000814,personal,6239.2,2,2022-07-09,True
LOAN_002006,CUST_001748,personal,18640.18,4,2023-12-05,False
LOAN_002007,CUST_000249,personal,21033.16,3,2022-10-06,True
LOAN_002008,CUST_001718,business,91996.27,3,2021-05-01,True
LOAN_002009,CUST_001054,personal,10247.23,5,2022-03-31,False
LOAN_002010,CUST_001253,business,52002.61,5,2023-07-12,False
LOAN_002011,CUST_001124,personal,5982.24,2,2022-05-30,True
LOAN_002012,CUST_001461,auto,25229.61,4,2023-04-26,True
LOAN_002013,CUST_000678,personal,16154.63,4,2023-11-30,True
LOAN_002014,CUST_000554,personal,22536.47,5,2023-02-19,True
LOAN_002015,CUST_000095,mortgage,204333.44,25,2022-11-27,True
LOAN_002016,CUST_001733,mortgage,393366.22,25,2022-11-08,True
LOAN_002017,CUST_000428,personal,21535.4,4,2021-01-12,False
LOAN_002018,CUST_000927,personal,1263.65,4,2023-07-09,True
LOAN_002019,CUST_000599,mortgage,161615.62,30,2023-10-24,False
LOAN_002020,CUST_001774,auto,13333.91,7,2023-04-13,True
LOAN_002021,CUST_001437,auto,23079.68,5,2022-10-03,True
LOAN_002022,CUST_001972,personal,10509.49,5,2021-03-24,True
LOAN_002023,CUST_001461,personal,21931.79,3,2022-04-18,True
LOAN_002024,CUST_001348,personal,26915.12,3,2023-02-20,False
LOAN_002025,CUST_000918,business,113701.53,5,2023-10-11,True
LOAN_002026,CUST_000678,mortgage,341931.05,20,2023-12-06,False
LOAN_002027,CUST_001764,auto,22286.18,3,2023-06-24,False
LOAN_002028,CUST_001984,mortgage,302793.38,15,2022-08-12,True
LOAN_002029,CUST_000818,personal,28815.88,2,2022-03-16,True
LOAN_002030,CUST_001546,personal,4603.35,5,2021-07-30,True
LOAN_002031,CUST_000816,auto,13795.7,4,2022-12-16,False
LOAN_002032,CUST_000483,personal,25057.52,3,2021-05-24,True
LOAN_002033,CUST_001993,auto,16753.22,4,2023-04-07,True
LOAN_002034,CUST_001945,personal,24393.79,2,2023-04-21,True
